"name","author","narrator","releasedate","language","hours","mins","total_time_mins","price","avg_rating","max_rating","nr_of_ratings"
"Nefertiti, the Spidernaut",Darcy Pattison,Greg Robinson,"2021-07-23",English,0,17,17,117.00,,5,"0"
My Crazy Dog,Darcy Pattison,Josiah Bildner,"2021-07-22",English,0,8,8,117.00,,5,"0"
心が育つ だれなに？クラシック Vol.3 ～ヘンデル,飯田有抄,飯田有抄,"2021-10-14",Japanese,2,36,156,558.00,,5,"0"
心が育つ だれなに？クラシック Vol.4 ～ハイドン,飯田有抄,飯田有抄,"2021-10-14",Japanese,2,36,156,558.00,,5,"0"
心が育つ だれなに？クラシック Vol.1 ～ヴィヴァルディ～,飯田有抄,飯田有抄,"2021-10-14",Japanese,2,45,165,558.00,,5,"0"
心が育つ だれなに？クラシック Vol.2 ～バッハ～,飯田有抄,飯田有抄,"2021-10-14",Japanese,2,40,160,558.00,,5,"0"
The Barefoot Book of Stories from the Opera,Shahrukh Husain,Miranda Richardson,"2010-01-06",English,2,6,126,398.00,,5,"0"
The Dog Who Lost His Bark,Eoin Colfer,Don Wycherly,"2018-10-04",English,1,22,82,797.00,,5,"0"
Über das Meer,Matthias Meyer-Göllner,Matthias Meyer-Göllner,"2022-03-16",German,1,0,60,300.00,,5,"0"
Une pyramide d'émotion [A Pyramid of Emotion],Geneviève Guilbault,Edith Cochrane,"2021-07-12",French,2,0,120,441.00,,5,"0"
Mirabella will tanzen,Martina Schaeffer,Gerlinde Dillge,"2022-03-16",German,0,11,11,65.00,,5,"0"
The Lost Music,Kathryn Meyrick,Patrick Macnee,"2021-04-29",English,0,23,23,140.00,,5,"0"
Stage Fright,Meg Cabot,Tara Sands,"2009-09-01",English,3,55,235,468.00,,5,"0"
VIP: I'm with the Band,"Jen Calonita, Kristen Gudsnuk-illustrator",Tara Sands,"2015-12-01",English,4,10,250,500.00,,5,"0"
VIP: Battle of the Bands,"Jen Calonita, Kristen Gudsnuk-artist",Tara Sands,"2016-07-26",English,3,54,234,500.00,,5,"0"
Hilda Must Be Dancing,Karma Wilson,Kevin R. Free,"2013-01-22",English,0,8,8,305.00,,5,"0"
Black Hole Chasers,Anna Crowley Redding,Lauren Ezzo,"2021-10-05",English,2,55,175,585.00,,5,"0"
Superheroes,"Sophia Thakur, Denzell Dankwah-illustrator, Stormzy-introduction","Sophia Thakur, Theo Solomon","2021-09-16",English,1,57,117,410.00,,5,"0"
She Persisted Audio Collection: Volume 1,"Chelsea Clinton, Andrea Davis Pinkney, Lesa Cline-Ransome","Bahni Turpin, Janina Edwards, Carolyn King","2021-08-24",English,4,49,289,1507.00,,5,"0"
Rise Up,Amanda Li,"Cecilia Appiah, Ayesha Dharker, Kieran Hodgson","2021-07-28",English,3,6,186,417.00,,5,"0"
More Great Inventors and Their Inventions,David Angus,Benjamin Soames,"2017-08-28",English,2,36,156,422.00,,5,"0"
DK Life Stories: Leonardo da Vinci,Stephen Krensky,Joseph Balderrama,"2021-05-27",English,1,36,96,410.00,,5,"0"
William Still and His Freedom Stories,Don Tate,Adam Lazarre-White,"2021-06-07",English,0,32,32,234.00,,5,"0"
"Assassins, Traitors, and Spies",Elaine Landau,Book Buddy Digital Media,"2017-06-26",English,0,25,25,164.00,,5,"0"
Dav Pilkey,"Michael Byers, Kelli L. Hicks",Anonymous,"2022-02-25",English,0,7,7,82.00,,5,"0"
Marie Curie,Lisa M. Bolt Simons,Anonymous,"2022-02-23",English,0,7,7,82.00,,5,"0"
John Brown,"Nel Yomtov, Richard Bell",Anonymous,"2022-02-23",English,0,21,21,93.00,,5,"0"
Rachel Carson,Emily James,Anonymous,"2022-02-23",English,0,3,3,82.00,,5,"0"
Benjamin Franklin,"Barbara Schulz, Gordon Purcell, Kay Melchisedech Olson",Anonymous,"2022-02-21",English,0,17,17,93.00,,5,"0"
Michelle Wie,Mary R. Dunn,Anonymous,"2022-02-21",English,0,2,2,82.00,,5,"0"
Isoka from Sarakawa,Afi P. Bokor,Christian Stoner,"2021-07-22",English,0,12,12,117.00,,5,"0"
Rise!,"Bethany Hegedus, Colin Johnson",Cherise Booth,"2021-02-06",English,0,31,31,304.00,,5,"0"
Areli Is a Dreamer,Areli Morales,Areli Morales,"2021-06-08",English,0,15,15,251.00,,5,"0"
Fever,Darcy Pattison,Josiah John Bildner,"2022-03-24",English,0,13,13,117.00,,5,"0"
Deep-Cover Spies and Double-Crossers of the Cold War,Rebecca Langston-George,Anonymous,"2022-03-16",English,0,59,59,140.00,,5,"0"
Presidential Politics by the Numbers,Mary Hertz Scarbrough,Anonymous,"2022-03-16",English,0,51,51,117.00,,5,"0"
Photography,Minds,Leah Vandenburg,"2009-10-19",English,0,5,5,33.00,,5,"0"
Paul Revere,Allan H. Kelly,Frances H. Kelley,"2008-10-30",English,0,18,18,421.00,,5,"0"
The Spy Who Played Baseball,Carrie Jones,Book Buddy Digital Media,"2020-01-17",English,0,7,7,164.00,,5,"0"
The Secrets of Winterhouse,Ben Guterson,Sophie Amoss,"2018-12-31",English,9,20,560,181.00,"4.5",5,"3"
She Persisted: Harriet Tubman,"Andrea Davis Pinkney, Chelsea Clinton-introduction, Alexandra Boiger","Bahni Turpin, Chelsea Clinton","2021-01-05",English,0,46,46,502.00,,5,"0"
The Cat Man of Aleppo,"Irene Latham, Karim Shamsi-Basha",Ramsey Faragallah,"2020-12-08",English,0,16,16,251.00,,5,"0"
Funny Songs and Silly Rhymes (German edition),"Beate Baylie, Karin Schweizer","Beate Baylie, Karin Schweizer","2020-06-23",German,0,20,20,166.00,,5,"0"
The Farm,Blake A. Hoena,Anonymous,"2022-02-21",English,0,1,1,82.00,,5,"0"
Yes! No!,"Megan Madison, Jessica Ralli",Chanté McCormick,"2022-02-01",English,0,16,16,251.00,,5,"0"
Ladybird Language Stories: My First Words in French,Ladybird,Perle Solvès,"2021-07-22",English,1,7,67,410.00,,5,"0"
Fallout,Steve Sheinkin,Roy Samuelson,"2021-09-07",English,8,12,492,1156.00,,5,"0"
Picture Yourself Writing Poetry,Laura Purdie Salas,Anonymous,"2022-03-08",English,0,22,22,93.00,,5,"0"
A Day in the Life of a Nurse,Connie Fluet,Anonymous,"2022-03-08",English,0,4,4,82.00,,5,"0"
Let's Go to the Library,"Gail Saunders-Smith, Jo-Anne Reed, Martha E. H. Rustad",Anonymous,"2022-03-08",English,0,2,2,82.00,,5,"0"
Behind the Double Doors,Tammy Enz,Anonymous,"2022-03-08",English,0,6,6,93.00,,5,"0"
You Can Write a Terrific Opinion Piece,"Jennifer Fandel, Terry Flaherty Ph D",Anonymous,"2022-03-03",English,0,10,10,82.00,,5,"0"
You Can Write Excellent Reports,"Jan Fields, Terry Flaherty Ph D",Anonymous,"2022-03-02",English,0,10,10,82.00,,5,"0"
Learning About Media Literacy,Martha E. H. Rustad,Anonymous,"2022-02-25",English,0,2,2,82.00,,5,"0"
What Is a Noun?,"Gail Saunders-Smith, Sheri Doyle",Anonymous,"2022-02-23",English,0,3,3,82.00,,5,"0"
Ladybird Language Stories: My First Words in Spanish,Ladybird,David John,"2021-07-22",English,1,36,96,410.00,,5,"0"
Ladybird Language Stories: My First Words in German,Ladybird,Kristin Atherton,"2021-07-22",English,1,20,80,410.00,,5,"0"
Eine uralte Prophezeiung,Barbara Rose,Katja Danowski,"2022-03-16",German,2,33,153,267.00,,5,"0"
Der Detektivklub,DNF-Verlag Gmb H,DNF-Verlag Gmb H,"2022-03-22",German,1,9,69,300.00,,5,"0"
Der verschollene Schatz,DNF-Verlag Gmb H,DNF-Verlag Gmb H,"2022-03-22",German,1,8,68,300.00,,5,"0"
Zoé,Souffleurde Rêves,Souffleurde Rêves,"2019-05-03",French,0,40,40,187.00,,5,"0"
Tools That Help Me,A. Schaefer,Adam Weber,"2009-05-15",English,0,4,4,468.00,,5,"0"
Bedtime Stories for Kids,Mamalla Noble,Joana Garcia,"2019-11-04",English,24,11,1451,1003.00,"2",5,"1"
The Girl Who Drank the Moon,Kelly Barnhill,Christina Moore,"2018-03-01",English,9,31,571,645.00,"4.5",5,"25"
Best Indian Tales and Stories for Kids,div.,Katie Haigh,"2016-04-08",English,0,27,27,187.00,"3.5",5,"9"
Rapunzel,The Brothers Grimm,Tamsin Greig,"2012-10-04",English,0,13,13,95.00,"4",5,"7"
Hänsel und Gretel,Brüder Grimm,Reiner Unglaub,"2022-04-04",German,0,16,16,99.00,,5,"0"
Maxima von Abundancia,Viola Sonntag,Viola Sonntag,"2022-03-29",German,2,23,143,367.00,,5,"0"
Le feuilleton d'Artémis,"Murielle Szac, Olivia Sautreuil",Murielle Szac,"2022-03-31",French,11,39,699,870.00,,5,"0"
Hans Christian Andersen's Fairy Tales,"Hans Christian Andersen, Naomi Lewis, Jan Pienkowski",Jonah Hauer-King,"2022-03-31",English,4,35,275,615.00,,5,"0"
Die Sterntaler,Brüder Grimm,"Friedrich Schoenfelder, Franziska Pigulla","2022-03-30",German,0,2,2,65.00,,5,"0"
Belles vintereventyr,"Disney, Tine S. Norbøll",Annevig Schelde Ebbe,"2022-03-29",Danish,0,6,6,32.00,,5,"0"
Hérinn og broddgölturinn,"Grimmsbræður, TheódórÁrnason-translator",Árni BeinteinnÁrnason,"2022-01-31",Icelandic,0,6,6,32.00,,5,"0"
Moara cu noroc [Lucky Mill],Ioan Slavici,Alina Anea,"2021-08-02",Romanian,3,52,232,84.00,,5,"0"
お話、きかせて！聴く絵本 彦一とんちばなし ベスト100,でじじ,でじじ,"2021-08-04",Japanese,10,20,620,976.00,,5,"0"
児童文学名作選,"太田治子,石原広子,佐藤修","石原広子,飯田明子,石橋みや子","2021-08-05",Japanese,7,28,448,3348.00,,5,"0"
[99巻] Kintaro（金太郎・英語版）,Yellow Bird Project,Kay Shibatani,"2021-08-12",Japanese,0,16,16,139.00,,5,"0"
[98巻] The Miser（けちんぼう・英語版）,Yellow Bird Project,Itaro,"2021-08-12",Japanese,0,7,7,139.00,,5,"0"
D'Aulaires' Book of Greek Myths,"Ingrid'Aulaire, Edgar Parind'Aulaire","Paul Newman, Sidney Poitier, Kathleen Turner","2012-11-14",English,4,14,254,754.00,"4",5,"1"
Barefoot Helen and the Giants,"Andy Jones, Charlie Tomlinson, Chris Brookes",Andy Jones,"2021-07-30",English,1,1,61,187.00,,5,"0"
His Name Was Walter,Emily Rodda,Wendy Bos,"2021-08-01",English,8,19,499,797.00,,5,"0"
Queen of Darkness,Tony Bradman,Julia Barrie,"2021-08-01",English,2,53,173,615.00,,5,"0"
"9 bedtime stories for little kids in Chinese Mandarin","Hans Christian Andersen, Charles Perrault, Frères Grimm",Lucie Teng Duvert,"2018-11-28",Mandarin Chinese,2,5,125,263.00,,5,"0"
The Wizard of Oz,L. Frank Baum,Kerry Shale,"2008-03-06",English,3,42,222,615.00,,5,"0"
The 13 Clocks,James Thurber,Edward Woodward,"2022-03-24",English,1,26,86,351.00,,5,"0"
A to Z Mysteries Super Edition 4: Sleepy Hollow Sleepover,Ron Roy,David Pittu,"2022-03-15",English,1,42,102,402.00,,5,"0"
Historietimen 13 - FURESØ - Dødens gab,"Henrik Kristensen, Karsten Mungo Madsen","Pernille Vallentin, Nicolaj Kopernikus, Jesper Asholt","2022-03-25",Danish,0,19,19,99.00,,5,"0"
Nisseole på farten,Carlaog Vilh. Hansen,Jesper Bøllehuus,"2022-03-25",Danish,0,12,12,32.00,,5,"0"
The Forest Bride,Parker Fillmore,Clare Staniforth,"2022-03-24",English,0,22,22,117.00,,5,"0"
Princess Stories,Vicky Parsons,Vicky Parsons,"2011-04-26",English,0,38,38,152.00,,5,"0"
[119巻] ジャックと豆の木: きいろいとり文庫　その119,Yellow Bird Project,"田中嶋健司,握☆飯太郎,桜木信介","2021-02-15",Japanese,0,19,19,139.00,,5,"0"
[114巻] ゾウの鼻はなぜ長い: きいろいとり文庫　その114,Yellow Bird Project,"田中嶋健司,握☆飯太郎,笹井みや","2021-02-15",Japanese,0,12,12,139.00,,5,"0"
[115巻] おむすびころりん: きいろいとり文庫　その115,Yellow Bird Project,"田中嶋健司,握☆飯太郎,桜木信介","2021-02-15",Japanese,0,19,19,139.00,,5,"0"
[117巻] 不思議の国のアリス: きいろいとり文庫　その117,Yellow Bird Project,"田中嶋健司,握☆飯太郎,桜木信介","2021-02-15",Japanese,0,31,31,139.00,,5,"0"
[111巻] かちかち山: きいろいとり文庫　その111,Yellow Bird Project,"田中嶋健司,桜木信介,みのり","2021-02-15",Japanese,0,18,18,139.00,,5,"0"
What Are Castles and Knights?,"Sarah Fabiny, Who HQ",Dominique Franceschi,"2022-02-08",English,1,0,60,351.00,,5,"0"
Marley and the Family Band,"Cedella Marley, Tracey Baptiste",Cedella Marley,"2022-02-01",English,0,7,7,251.00,,5,"0"
The Length of a String,Elissa Brent Weissman,"Tyla Collier, Carlotta Brentan","2021-08-10",English,7,53,473,1382.00,,5,"0"
J.D. and the Family Business,J. Dillard,Tivia Lynnell,"2021-08-03",English,2,38,158,553.00,,5,"0"
Ghost Boys,Jewell Parker Rhodes,Miles Harvey,"2018-04-17",English,2,51,171,500.00,,5,"0"
The Quentin Blake Collection,Quentin Blake,Tom Felton,"2021-09-28",English,1,23,83,531.00,,5,"0"
His Royal Hopeless,Chloe Perrin,Sarah Ovens,"2021-09-02",English,6,8,368,531.00,,5,"0"
Mighty Inside,Sundee T. Frazier,Kevin R. Free,"2021-10-12",English,6,50,410,703.00,,5,"0"
The Haberdasher Prince,Dina Gregory,Joe Jameson,"2020-05-23",English,0,4,4,113.00,,5,"0"
Soul Food Sunday,some Bingham,"Winsome Bingham, Sullivan Jones","2021-09-14",English,0,17,17,234.00,,5,"0"
D Seisler hiis böös,Christian Schmutz,Christian Schmutz,"2022-02-25",German,1,17,77,669.00,,5,"0"
Rilla of Ingleside,L. M. Montgomery,Erin Bateman,"2022-02-22",English,11,32,692,375.00,,5,"0"
Rainbow Valley,L. M. Montgomery,Erin Bateman,"2022-02-22",English,9,14,554,328.00,,5,"0"
Mary and the Trail of Tears,Andrea L. Rogers,"Kimberly Guerrero, Natalie Standingcloud","2022-03-01",English,1,33,93,234.00,,5,"0"
Die kleine Prinzessin hat keine Manieren,Martina Schaeffer,Gerlinde Dillge,"2022-03-16",German,0,13,13,65.00,,5,"0"
Coldest Places on the Planet,Karen Soll,Anonymous,"2022-03-15",English,0,3,3,82.00,,5,"0"
Princess Mirror-Belle and Prince Precious Paws,Julia Donaldson,Sophie Thompson,"2015-10-12",English,0,52,52,323.00,,5,"0"
All Because You Matter,Tami Charles,Tami Charles,"2020-10-06",English,0,16,16,164.00,,5,"0"
Monkey and Cake: This Is My Fort,Drew Daywalt,"George Mount, Mike Dooly","2019-02-26",English,0,5,5,164.00,,5,"0"
"My Colors, My World/Mis colores, mi mundo",Maya Christina Gonzalez,Lori Felipe-Barkin,"2021-07-13",English,0,4,4,187.00,,5,"0"
The War to End All Wars,Russell Freedman,Zach McLarty,"2010-07-27",English,3,29,209,703.00,,5,"0"
Sagenhaftes Ägypten,Ralph Erdenberger,Peter Kaempfe,"2015-08-20",German,2,22,142,374.00,,5,"0"
The Middle of Nowhere,Geraldine McCaughrean,Ailsa Joy,"2014-05-01",English,6,37,397,854.00,,5,"0"
The Jumbies,Tracey Baptiste,Robin Miles,"2015-04-28",English,5,9,309,703.00,,5,"0"
Il principe ranocchio,Fratelli Grimm,"Perla Liberatori, Emiliano Coltorti, Bruno Alessandro","2010-10-27",Italian,0,14,14,190.00,,5,"0"
The Chinese Siamese Cat,Amy Tan,Amy Tan,"2010-03-03",English,0,19,19,350.00,,5,"0"
What Was the Great Depression?,"Janet B. Pascal, Who HQ",Therese Plummer,"2022-01-18",English,0,57,57,351.00,,5,"0"
Babylon,Bold Kids,Michael Lakeman,"2021-10-11",English,0,10,10,164.00,,5,"0"
U.S. Army Green Beret Missions,Lisa M. Bolt Simons,Anonymous,"2022-03-08",English,0,14,14,93.00,,5,"0"
Medieval Knight Science,Allison Lassieur,Anonymous,"2022-03-08",English,0,19,19,93.00,,5,"0"
Oregon,"Bridget Parker, Tyler Maine",Anonymous,"2022-03-01",English,0,12,12,93.00,,5,"0"
U.S. Army Ranger Missions,Lisa M. Bolt Simons,Anonymous,"2022-03-01",English,0,14,14,93.00,,5,"0"
SEAL Team Six,John Micklos Jr.,Anonymous,"2022-03-16",English,0,27,27,93.00,,5,"0"
Todos Iguales / All Equal,Christy Hale,Lori Felipe-Barkin,"2021-06-22",Spanish,0,18,18,187.00,,5,"0"
Adventures in Time: The Second World War,Dominic Sandbrook,Dominic Sandbrook,"2021-07-01",English,8,4,484,888.00,,5,"0"
Uprooted,Albert Marrin,Marc Cashman,"2016-10-25",English,8,11,491,1156.00,,5,"0"
Remembering the Titanic,Diane Hoh,Julia Whelan,"2013-02-12",English,6,4,364,601.00,,5,"0"
Dog of Discovery,Laurence Pringle,Ken Marks,"2014-01-31",English,3,46,226,469.00,,5,"0"
The Declaration of Independence,"Peter Roop, Connie Roop",Pat Grimes,"2016-08-16",English,0,57,57,1172.00,,5,"0"
Ick! Yuck! Eew!,Lois Miner Huey,Intuitive,"2020-01-18",English,0,35,35,469.00,,5,"0"
A Holiday Bundle of Classic Children’s Stories,variousauthors,fullcast,"2019-11-26",English,6,41,401,702.00,,5,"0"
Weihnachtsgeschichten für Kinder,Yvonne C. König,Hanna Kersten,"2021-11-09",German,2,4,124,367.00,,5,"0"
Gerry Christmas,Kris Felti,Johannes Steck,"2021-11-05",German,3,15,195,401.00,,5,"0"
Greg the Sausage Roll: Santa's Little Helper,"Mark Hoyle, Roxanne Hoyle","Mark Hoyle, Roxanne Hoyle","2021-11-11",English,0,10,10,410.00,,5,"0"
Dino-Thanksgiving,Lisa Wheeler,Book Buddy Digital Media,"2021-01-01",English,0,4,4,164.00,,5,"0"
Diary of a Wimpy Kid,Jeff Kinney,Dan Russell,"2018-03-29",English,2,19,139,410.00,"5",5,"40"
Diary of an Awesome Friendly Kid,Jeff Kinney,Christopher Gebauer,"2019-04-09",English,1,36,96,410.00,"4.5",5,"23"
Dragon Planet,Dan Wells,"Emily Woo Zeller, Steve Rimpici, fullcast","2019-12-12",English,3,45,225,836.00,"4.5",5,"23"
Alice's Adventures in Wonderland,Lewis Carroll,Jodie Comer,"2021-01-19",English,3,28,208,349.00,"4.5",5,"23"
Alice in Wonderland,Lewis Carroll,Arundhati Raja,"2017-08-23",English,2,46,166,233.00,"4",5,"105"
The Flying Flamingo Sisters,Carrie Seim,"Gabriel Vaughan, Bill Andrew Quinn, Jessica Almasy","2019-12-12",English,2,13,133,199.00,"4.5",5,"3"
The Whistling Schoolboy and Other Stories of School Life,Ruskin Bond,Adnan Kapadia,"2017-01-01",English,2,52,172,217.00,"5",5,"10"
Genius Ideas (Mostly),Liz Pichon,Rupert Grint,"2015-07-20",English,2,4,124,398.00,"5",5,"6"
The Marvellous Land of Snergs,E. A. Wyke-Smith,Stephen Fry,"2021-07-28",English,6,10,370,569.00,"5",5,"1"
The Adventures of Feluda: House of Death,Satyajit Ray,Rajiv Dadia,"2019-07-05",English,2,26,146,377.00,"4.5",5,"18"
Little Women,"Jane Smiley-introduction, Louisa May Alcott",Christina Ricci,"2012-10-23",English,19,2,1142,1382.00,"5",5,"2"
I topform,Jeff Kinney,Oliver Due,"2022-03-04",Danish,1,39,99,267.00,,5,"0"
Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Michael Crouch,"2017-12-14",English,6,45,405,683.00,"4.5",5,"19"
Max and the Midknights: The Tower of Time,Lincoln C. Peirce,"Kristen Di Mercurio, Marc Thompson, Christopher Gebauer","2022-03-01",English,2,48,168,1005.00,,5,"0"
Micul prinț [The Little Prince],Antoinede Saint-Exupéry,Emilia Bebu,"2021-07-08",Romanian,1,38,98,56.00,,5,"0"
Ivy & Bean Book 1,Annie Barrows,Hallie Ricardo,"2022-01-04",English,1,7,67,500.00,,5,"0"
Pollyanna Grows Up,Eleanor Hodgmon Porter,Alan Munro,"2021-06-02",English,8,49,529,234.00,,5,"0"
Jan på sporet,"Knud Meister, Carlo Andersen",Mikkel Schou,"2021-11-10",Danish,2,17,137,233.00,,5,"0"
Jan og co. ordner alt,"Knud Meister, Carlo Andersen",Mikkel Schou,"2021-11-10",Danish,2,14,134,233.00,,5,"0"
Frode - og alle de andre rødder,Ole Lund Kirkegaard,Flemming Quist Møller,"2022-01-12",Danish,1,12,72,233.00,,5,"0"
Albert,Ole Lund Kirkegaard,Lars Knutzon,"2022-01-12",Danish,2,24,144,267.00,,5,"0"
Der unsichtbare Dieb,Enid Blyton,Marius Clarén,"2021-05-24",German,1,2,62,166.00,,5,"0"
Hetty Feather,Jacqueline Wilson,Jacqueline Wilson,"2009-10-26",English,8,56,536,531.00,"5",5,"1"
Classic Detective Stories,"Arthur Conan Doyle, Colin Dexter, more",Edward Hardwicke,"2005-06-13",English,4,25,265,569.00,"5",5,"1"
The Sand Castle Mystery,Carolyn Keene,ncy Wu,"2010-04-07",English,1,16,76,305.00,"5",5,"1"
Fifth-Grade Zombies,R. L. Stine,"Joe Fria, Pierce Cravens","2021-07-06",English,2,37,157,445.00,"5",5,"1"
When You Reach Me,Rebecca Stead,Cynthia Holloway,"2009-07-14",English,4,19,259,703.00,"3.5",5,"3"
"Le monde totalement à l'envers de Fanny - Tome 4 [The Totally Upside Down World of Fanny, Book 4]",Richard Petit,Elisabeth Gauthier-Pelletier,"2022-03-21",French,1,53,113,389.00,,5,"0"
"Le monde totalement à l'envers de Fanny - Tome 5 [The Totally Upside Down World of Fanny, Book 5]",Richard Petit,Elisabeth Gauthier-Pelletier,"2022-03-21",French,1,35,95,389.00,,5,"0"
Das Tesuto,Kai Lüftner,Dirk Petrick,"2021-04-08",German,3,42,222,367.00,,5,"0"
Dead Letter,Betsy Byars,Lauren Davis,"2019-04-02",English,2,42,162,703.00,,5,"0"
Dietrich Bonhoeffer: A Spoke in the Wheel,Dayspring Jubilee Mac Leod,Adam Verner,"2018-10-12",English,3,16,196,703.00,,5,"0"
Solomon,David Angus,Kerry Shale,"2013-12-06",English,0,6,6,32.00,,5,"0"
Abraham,David Angus,Kerry Shale,"2013-12-04",English,0,12,12,32.00,,5,"0"
Daniel,David Angus,Kerry Shale,"2013-12-05",English,0,5,5,32.00,,5,"0"
Space,DK,David Shaw-Parker,"2020-03-19",English,7,59,479,615.00,"4",5,"5"
A Really Short History of Nearly Everything,Bill Bryson,Weruche Opia,"2020-10-29",English,5,42,342,615.00,"5",5,"2"
Science,DK,Jess Nesling,"2020-11-12",English,10,8,608,615.00,,5,"0"
Sailing the Solar System,"Nel Yomtov, Giovanni Pota, Alan Brown",Anonymous,"2022-02-21",English,0,19,19,93.00,,5,"0"
Natural or Man-Made?,Editorial,Tyler Meloy,"2022-03-02",English,0,4,4,47.00,,5,"0"
The Attractive Truth About Magnetism,"Jennifer Swanson, Bernice Lum, Alec Bodzin",Anonymous,"2022-03-01",English,0,23,23,93.00,,5,"0"
How Electricity Gets from Power Plants to Homes,Megan Cooley Peterson,Anonymous,"2022-02-28",English,0,2,2,82.00,,5,"0"
All About Matter,Mari Schuh,Anonymous,"2022-02-23",English,0,1,1,82.00,,5,"0"
How to Make a Mystery Smell Balloon,Lori Shores,Anonymous,"2022-02-23",English,0,2,2,82.00,,5,"0"
Robots in Space,"Gail Saunders-Smith, Kathryn Clay",Anonymous,"2022-02-21",English,0,2,2,82.00,,5,"0"
Unsolved Mysteries of Nature,Heather L. Montgomery,Anonymous,"2022-02-21",English,0,22,22,93.00,,5,"0"
Flying Dragons,l Mara,Anonymous,"2022-03-15",English,0,19,19,93.00,,5,"0"
Growing a Garden,Mari Schuh,Anonymous,"2022-03-15",English,0,1,1,82.00,,5,"0"
How Do You Measure Liquids?,"Heather Adamson, Thomas K. Adamson",Anonymous,"2022-03-16",English,0,5,5,93.00,,5,"0"
Weather Robots,Christine Zuchora-Walske,Intuitive,"2017-05-22",English,0,4,4,164.00,,5,"0"
Rivers,Alyse Sweeney,Anonymous,"2022-03-16",English,0,2,2,82.00,,5,"0"
A Young Innovator's Guide to STEM,Gitanjali Rao,Gitanjali Rao,"2021-03-16",English,4,3,243,586.00,,5,"0"
Vulkane,Sandra Noa,iv.,"2021-06-18",German,1,12,72,233.00,,5,"0"
Weltraum,Carolavon Kessel,iv.,"2021-06-18",German,1,7,67,233.00,,5,"0"
House Sparrows,"Gail Saunders-Smith, Lisa J. Amstutz",Anonymous,"2022-03-15",English,0,2,2,82.00,,5,"0"
Miss Daisy,Donald Davis,Donald Davis,"2000-10-20",English,0,58,58,300.00,,5,"0"
Amira & Hamza,Samira Ahmed,Soneela Nankani,"2021-09-21",English,8,12,492,500.00,,5,"0"
Merdyns magische Missgeschicke,"Simon Farnaby, Mareike Weber-translator",Jürgenvonder Lippe,"2021-10-19",German,8,10,490,535.00,,5,"0"
The Night Train,Matilda Woods,John Voce,"2021-10-14",English,0,23,23,531.00,,5,"0"
De erfenis van Villa Evie,Anna Ruhe,Marjon Keller,"2022-03-11",Dutch,8,3,483,502.00,,5,"0"
Otto ja Plejadien lähettiläs,Tapani Bagge,Valtteri Lehtinen,"2022-03-01",Finnish,3,53,233,166.00,,5,"0"
Leo's Map of Monsters: The Frightmare,Kris Humphrey,Alex Wingfield,"2022-03-01",English,1,34,94,573.00,,5,"0"
L'enfant aux cheveux d'or,Céline Claire,Vanessa Parachou,"2022-03-14",French,0,6,6,189.00,,5,"0"
Der stille Ruf des Winters,Erdenkind Simone,Sabine Blasius,"2022-03-02",German,0,35,35,166.00,,5,"0"
A Scare of a Dare,Zack Zombie,han WWood,"2015-12-04",English,0,34,34,132.00,"4",5,"4"
Dragon Daughter,Liz Flanagan,Rebecca King,"2021-08-31",English,9,58,598,569.00,,5,"0"
The Acrobats of Agra,Robin Scott-Elliot,Blythe Jandoo,"2021-07-28",English,6,31,391,569.00,,5,"0"
